id,region,price,year,manufacturer,model,condition,fuel,transmission,drive;,car_age,log_price,year_bin
7313391448,bakersfield,13500.0,2004,toyota,tacoma,excellent,gas,automatic,rwd;,20,9.510519035757246,2001-2010
7313362323,bakersfield,26990.0,2017,mini,hardtop 2 door john cooper,good,other,other,fwd;,7,10.203258756085228,2016-2020
7313362234,bakersfield,25990.0,2015,lexus,nx 300h sport utility 4d,good,other,other,;,9,10.165505603232393,2011-2015
7313331367,bakersfield,18990.0,2017,volkswagen,e-golf sel premium,good,other,other,;,7,9.851720461714246,2016-2020
7313331291,bakersfield,16590.0,2012,acura,tl sh-awd sedan 4d,good,other,other,;,12,9.716615658643356,2011-2015
7313251612,bakersfield,15590.0,2016,chevrolet,cruze limited 1lt,good,gas,automatic,fwd;,8,9.654449103676551,2016-2020
7313251588,bakersfield,33990.0,2017,bmw,2 series m240i coupe 2d,good,other,other,rwd;,7,10.43385106267516,2016-2020
7313220426,bakersfield,23950.0,2015,chevrolet,silverado,excellent,gas,automatic,rwd;,9,10.083765355620846,2011-2015
7313201568,bakersfield,8400.0,2017,mitsubishi,outlander sport,like new,gas,automatic,fwd;,7,9.036106025364846,2016-2020
7313196675,bakersfield,6100.0,2000,toyota,tacoma,good,gas,automatic,rwd;,24,8.716207971151853,<=2000
7313150624,bakersfield,14995.0,2004,ford,f150 supercrew cab,excellent,gas,automatic,rwd;,20,9.615538777855802,2001-2010
7313119939,bakersfield,9600.0,2012,jeep,grand cherokee laredo,,gas,automatic,rwd;,12,9.169622538697624,2011-2015
7313117107,bakersfield,29995.0,2009,chevrolet,silverado 2500hd,,diesel,automatic,rwd;,15,10.30881931842128,2001-2010
7313104588,bakersfield,44995.0,2015,chevrolet,silverado 2500hd,,diesel,automatic,rwd;,9,10.714328875912717,2011-2015
7313090303,bakersfield,31990.0,2016,ford,f-450sd,,gas,automatic,rwd;,8,10.373209892223665,2016-2020
7313081669,bakersfield,14500.0,1997,ford,f250,good,diesel,manual,4wd;,27,9.581972891547895,<=2000
7313077219,bakersfield,62990.0,2020,ram,3500,,diesel,automatic,4wd;,4,11.05074713802576,2016-2020
7313070553,bakersfield,16000.0,2005,ford,f-150,excellent,gas,automatic,4wd;,19,9.680406499268875,2001-2010
7313062099,bakersfield,57990.0,2021,ford,e-450sd,,other,automatic,rwd;,3,10.968043105074278,2021-2024
7313056248,bakersfield,7000.0,2009,infiniti,g37 coupe,salvage,gas,automatic,;,15,8.853808274977197,2001-2010
7313055474,bakersfield,15900.0,2007,chevrolet,silverado,like new,gas,automatic,;,17,9.674137279312397,2001-2010
7313049629,bakersfield,8900.0,2016,toyota,corolla,,gas,automatic,;,8,9.093918908958932,2016-2020
7313046819,bakersfield,41995.0,2020,ram,promaster 2500,,other,automatic,fwd;,4,10.645329654634832,2016-2020
7313029398,bakersfield,34995.0,2018,ford,e-450sd,,gas,automatic,rwd;,6,10.462989048226156,2016-2020
7313012898,bakersfield,32995.0,2016,ford,f-350sd,,other,automatic,4wd;,8,10.404141620980623,2016-2020
7312995056,bakersfield,42995.0,2015,ford,f-450sd,,diesel,automatic,rwd;,9,10.668862367092954,2011-2015
7312986879,bakersfield,9750.0,2011,bmw,535gt,good,gas,automatic,rwd;,13,9.18512512283512,2011-2015
7312983123,bakersfield,19990.0,2014,ford,focus st hatchback 4d,good,gas,other,fwd;,10,9.903037451255743,2011-2015
7312977386,bakersfield,42895.0,2018,ford,f-250sd,,gas,automatic,rwd;,6,10.66653386047574,2016-2020
7312975910,bakersfield,8500.0,2012,chevrolet,colorado n work truck,excellent,gas,automatic,rwd;,12,9.04793908261736,2011-2015
7312975385,bakersfield,8997.0,2011,toyota,rav4,like new,gas,automatic,;,13,9.104757609401117,2011-2015
7312964814,bakersfield,39990.0,2019,nissan,370z nismo coupe 2d,good,gas,other,rwd;,5,10.596409707779776,2016-2020
7312964925,bakersfield,24990.0,2019,nissan,frontier king cab s,good,gas,other,fwd;,5,10.126271039034782,2016-2020
7312958354,bakersfield,15990.0,2015,toyota,corolla s sedan 4d,good,other,other,;,9,9.679781342959442,2011-2015
7312958350,bakersfield,20590.0,2017,fiat,124 spider classica,good,gas,other,rwd;,7,9.932609366108146,2016-2020
7312957857,bakersfield,51995.0,2017,ram,2500,,gas,automatic,4wd;,7,10.85892207152791,2016-2020
7312941363,bakersfield,7800.0,2007,acura,rdx sh-awd,excellent,gas,automatic,4wd;,17,8.962007209588313,2001-2010
7312938973,bakersfield,36990.0,2018,dodge,charger r/t sedan 4d,good,gas,automatic,rwd;,6,10.518429918794682,2016-2020
7312938871,bakersfield,25990.0,2013,mercedes-benz,e-class e 550,good,gas,automatic,rwd;,11,10.165505603232393,2011-2015
7312939144,bakersfield,55995.0,2016,ram,2500,,diesel,automatic,4wd;,8,10.933035538594716,2016-2020
7312927343,bakersfield,18700.0,2016,honda,hr-v ex-l w/navi,excellent,gas,automatic,4wd;,8,9.83633227734872,2016-2020
7312919384,bakersfield,45995.0,2018,ram,2500,,diesel,automatic,4wd;,6,10.736309715168556,2016-2020
7312919089,bakersfield,50988.0,2015,ram,3500,,diesel,automatic,4wd;,9,10.839365202168324,2011-2015
7312909115,bakersfield,35995.0,2015,ford,f-250 super duty super duty,,gas,automatic,;,9,10.49116310015384,2011-2015
7312899519,bakersfield,11999.0,2013,ford,transit connect van,excellent,gas,automatic,fwd;,11,9.392661928770137,2011-2015
7312899395,bakersfield,10995.0,2016,ford,escape,excellent,gas,automatic,fwd;,8,9.305286849285137,2016-2020
7312899243,bakersfield,10999.0,2014,toyota,corolla,excellent,gas,automatic,fwd;,10,9.305650551780507,2011-2015
7312899107,bakersfield,9999.0,2014,nissan,altima,excellent,gas,automatic,fwd;,10,9.210340371976184,2011-2015
7312898972,bakersfield,13999.0,2015,nissan,rogue,excellent,gas,automatic,fwd;,9,9.546812608597396,2011-2015
7312898826,bakersfield,18998.0,2013,lexus,rx 350,excellent,gas,automatic,fwd;,11,9.85214162518454,2011-2015
7312898655,bakersfield,10995.0,2008,ford,mustang,excellent,gas,automatic,rwd;,16,9.305286849285137,2001-2010
7312892354,bakersfield,25590.0,2015,lexus,gs 350 sedan 4d,good,gas,other,rwd;,9,10.149996006155071,2011-2015
7312892316,bakersfield,15590.0,2014,fiat,500c gq edition cabriolet,good,gas,other,fwd;,10,9.654449103676551,2011-2015
7312876315,bakersfield,4000.0,2009,chevrolet,cobalt,good,gas,automatic,;,15,8.294299608857235,2001-2010
7312858211,bakersfield,20990.0,2018,buick,encore preferred ii sport,good,gas,other,fwd;,6,9.951849053414007,2016-2020
7312858264,bakersfield,19990.0,2014,subaru,forester 2.0xt touring,good,gas,other,;,10,9.903037451255743,2011-2015
7312857325,bakersfield,10000.0,2006,chevrolet,silverado 1500 lt,good,gas,automatic,rwd;,18,9.210440366976517,2001-2010
7312843084,bakersfield,39995.0,2016,ford,f-250 super duty 4x2 2dr re,,gas,automatic,;,8,10.59653472809574,2016-2020
7312837213,bakersfield,24990.0,2019,nissan,frontier crew cab sv,good,gas,other,fwd;,5,10.126271039034782,2016-2020
7312830858,bakersfield,20990.0,2019,mazda,mazda3 preferred sedan 4d,good,gas,other,fwd;,5,9.951849053414007,2016-2020
7312800860,bakersfield,9500.0,2012,hyundai,veracruz limited,like new,gas,automatic,4wd;,12,9.15915233520675,2011-2015
7312792675,bakersfield,36990.0,2020,jeep,grand cherokee limited x,good,other,other,;,4,10.518429918794682,2016-2020
7312791679,bakersfield,6200.0,2013,ford,focus se,like new,gas,automatic,rwd;,11,8.732465848349879,2011-2015
7312786576,bakersfield,24990.0,2017,volvo,xc60 t5 dynamic sport,good,gas,other,;,7,10.126271039034782,2016-2020
7312763856,bakersfield,37990.0,2019,tesla,model 3 standard range,good,other,other,rwd;,5,10.54510456855174,2016-2020
7312758555,bakersfield,26590.0,2017,nissan,titan xd single cab sv,good,gas,other,4wd;,7,10.188328091653252,2016-2020
7312731566,bakersfield,2000.0,2008,pontiac,g6 gxp,fair,gas,automatic,;,16,7.601402334583733,2001-2010
7312726895,bakersfield,41000.0,2019,mini,t class b camper van,excellent,gas,automatic,;,5,10.62135173563291,2016-2020
7312698155,bakersfield,7999.0,2011,chevrolet,cruze 2lt rs,excellent,gas,automatic,fwd;,13,8.987196820661973,2011-2015
7312688653,bakersfield,21950.0,2003,ram,3500 quad cab,excellent,diesel,automatic,rwd;,21,9.99656797555214,2001-2010
7312602865,bakersfield,5000.0,2009,volkswagen,jetta,excellent,gas,automatic,fwd;,15,8.517393171418904,2001-2010
7312471611,bakersfield,2700.0,2005,dodge,grand caravan sxt,good,gas,automatic,fwd;,19,7.901377353792616,2001-2010
7312443453,bakersfield,27990.0,2017,chevrolet,colorado extended cab,good,gas,other,;,7,10.239638308916676,2016-2020
7312443462,bakersfield,34990.0,2014,toyota,tacoma double cab pickup,good,gas,other,4wd;,10,10.462846164547514,2011-2015
7312439538,bakersfield,7500.0,2009,gmc,acadia,excellent,gas,automatic,4wd;,15,8.922791623969637,2001-2010
7312437680,bakersfield,36990.0,2015,chevrolet,tahoe lt sport utility,good,other,other,;,9,10.518429918794682,2011-2015
7312431844,bakersfield,38990.0,2019,ford,ranger supercrew lariat,good,gas,other,4wd;,5,10.571086129249698,2016-2020
7312413410,bakersfield,3999.0,2006,pontiac,vibe,good,gas,automatic,fwd;,18,8.294049640102028,2001-2010
7312408772,bakersfield,34590.0,2019,chevrolet,colorado crew cab z71,good,gas,other,;,5,10.451348811602948,2016-2020
7312402615,bakersfield,33990.0,2016,gmc,sierra 1500 double cab sle,good,gas,other,4wd;,8,10.43385106267516,2016-2020
7312380563,bakersfield,34590.0,2019,mini,convertible cooper s 2d,good,other,other,fwd;,5,10.451348811602948,2016-2020
7312380461,bakersfield,27590.0,2018,infiniti,q50 3.0t luxe sedan 4d,good,gas,other,rwd;,6,10.225244911570808,2016-2020
7312380541,bakersfield,33590.0,2018,ford,f150 supercrew cab xl,good,other,other,;,6,10.422013452928306,2016-2020
7312375341,bakersfield,16590.0,2016,volkswagen,tiguan 2.0t se sport,good,other,automatic,fwd;,8,9.716615658643356,2016-2020
7312366221,bakersfield,6000.0,2008,nissan,titan,good,gas,automatic,rwd;,16,8.699681400989514,2001-2010
7312323077,bakersfield,25590.0,2018,audi,a4 ultra premium sedan 4d,good,gas,other,fwd;,6,10.149996006155071,2016-2020
7312322961,bakersfield,17990.0,2013,honda,civic si coupe 2d,good,gas,other,fwd;,11,9.79762691183662,2011-2015
7312318616,bakersfield,27990.0,2020,ford,ranger supercab xl pickup,good,gas,other,;,4,10.239638308916676,2016-2020
7312318390,bakersfield,17990.0,2015,volkswagen,golf tdi sel,good,diesel,other,fwd;,9,9.79762691183662,2011-2015
7312305538,bakersfield,10000.0,2011,toyota,sienna,excellent,gas,automatic,;,13,9.210440366976517,2011-2015
7312286589,bakersfield,17990.0,2012,volkswagen,touareg tdi sport suv,good,gas,other,;,12,9.79762691183662,2011-2015
7312286511,bakersfield,20590.0,2017,audi,a3 premium sedan 4d,good,other,other,;,7,9.932609366108146,2016-2020
7312246047,bakersfield,29950.0,2007,ford,f250 super duty xlt,excellent,diesel,automatic,4wd;,17,10.307317991967832,2001-2010
7312226766,bakersfield,5500.0,2002,lincoln,town car,excellent,gas,automatic,rwd;,22,8.612685172875459,2001-2010
7312177066,bakersfield,26764.0,2015,chevrolet,tahoe,excellent,gas,automatic,rwd;,9,10.19485034282748,2011-2015
7312176876,bakersfield,16897.0,2015,toyota,sienna,excellent,gas,automatic,fwd;,9,9.73495055071279,2011-2015
7312151877,bakersfield,30999.0,2017,gmc,sierra 2500 utility work truck,,other,automatic,rwd;,7,10.341742483467284,2016-2020
7312144389,bakersfield,2595.0,2003,ford,f-150,excellent,gas,automatic,4wd;,21,7.86172707782398,2001-2010
7312134378,bakersfield,8997.0,2011,toyota,rav4,like new,gas,automatic,;,13,9.104757609401117,2011-2015
7312115506,bakersfield,43995.0,2018,ram,3500,,other,automatic,rwd;,6,10.691853999677008,2016-2020
7312101941,bakersfield,42995.0,2017,chevrolet,silverado 3500hd,,diesel,automatic,rwd;,7,10.668862367092954,2016-2020
7312076444,bakersfield,8999.0,2014,bmw,x1 sdrive28i,,gas,automatic,;,10,9.104979856318357,2011-2015
7312073088,bakersfield,60895.0,2016,ram,3500,,diesel,automatic,4wd;,8,11.016922770095876,2016-2020
7312060272,bakersfield,54900.0,2019,ram,3500 4x4,good,diesel,automatic,4wd;,5,10.91328684226798,2016-2020
7312057897,bakersfield,57995.0,2017,ram,2500,,diesel,automatic,4wd;,7,10.968129321633084,2016-2020
7312047427,bakersfield,4975.0,2010,kia,optima,excellent,gas,automatic,fwd;,14,8.512381634419015,2001-2010
7312035604,bakersfield,11500.0,2006,chevrolet,3500 duramax,,diesel,automatic,;,18,9.350189267092581,2001-2010
7312024096,bakersfield,31950.0,2016,ford,f-250sd,,other,automatic,rwd;,8,10.37195875822042,2016-2020
7312022614,bakersfield,2800.0,2000,bmw,328ci,,gas,manual,;,24,7.937731775260109,<=2000
7312004635,bakersfield,55950.0,2020,ram,3500,,diesel,automatic,4wd;,4,10.932231586681333,2016-2020
7312001193,bakersfield,16500.0,2006,ram,1500,excellent,gas,automatic,rwd;,18,9.711176264112805,2001-2010
7311998870,bakersfield,24990.0,2017,toyota,tacoma access cab sr,good,gas,other,;,7,10.126271039034782,2016-2020
7311980264,bakersfield,27990.0,2015,toyota,tundra crewmax sr5 pickup,good,gas,other,;,9,10.239638308916676,2011-2015
7311977133,bakersfield,20999.0,2013,ford,f-150,excellent,gas,automatic,4wd;,11,9.95227771670556,2011-2015
7311977030,bakersfield,13999.0,2013,infiniti,jx,excellent,gas,automatic,fwd;,11,9.546812608597396,2011-2015
7311976904,bakersfield,21498.0,2013,ford,f-150,excellent,gas,automatic,rwd;,11,9.975761701406148,2011-2015
7311976787,bakersfield,13998.0,2013,infiniti,m37,excellent,gas,automatic,rwd;,11,9.546741177474825,2011-2015
7311976667,bakersfield,10999.0,2006,chevrolet,silverado 1500,excellent,gas,automatic,4wd;,18,9.305650551780507,2001-2010
7311976555,bakersfield,25999.0,2014,chevrolet,camaro,excellent,gas,automatic,rwd;,10,10.165851817003619,2011-2015
7311973975,bakersfield,25990.0,2017,toyota,tacoma access cab sr,good,gas,other,;,7,10.165505603232393,2016-2020
7311967685,bakersfield,45995.0,2019,ford,transit-350,,other,automatic,rwd;,5,10.736309715168556,2016-2020
7311954520,bakersfield,7000.0,1989,jeep,wrangler sahara 4x4,excellent,gas,manual,4wd;,35,8.853808274977197,<=2000
7311948586,bakersfield,29990.0,2018,toyota,tacoma access cab sr5,good,other,other,;,6,10.30865261563529,2016-2020
7311948346,bakersfield,39990.0,2020,chevrolet,silverado 1500 crew,good,other,other,;,4,10.596409707779776,2016-2020
7311948519,bakersfield,18990.0,2013,toyota,tacoma access cab pickup,good,gas,automatic,;,11,9.851720461714246,2011-2015
7311948426,bakersfield,31990.0,2017,toyota,tacoma access cab sr5,good,gas,other,4wd;,7,10.373209892223665,2016-2020
7311948657,bakersfield,62990.0,2019,ram,2500,,diesel,automatic,4wd;,5,11.05074713802576,2016-2020
7311948246,bakersfield,20990.0,2016,honda,accord lx sedan 4d,good,gas,other,fwd;,8,9.951849053414007,2016-2020
7311948147,bakersfield,27990.0,2014,toyota,tacoma access cab pickup,good,other,other,;,10,10.239638308916676,2011-2015
7311938398,bakersfield,28000.0,2016,gmc,sierra 3500hd,good,diesel,automatic,rwd;,8,10.239995502805316,2016-2020
7311929594,bakersfield,50995.0,2018,ford,transit-250,,other,automatic,rwd;,6,10.839502477258012,2016-2020
7311927482,bakersfield,8000.0,2004,ford,sterling l7500,,diesel,automatic,;,20,8.987321812850125,2001-2010
7311913177,bakersfield,3500.0,2018,honda,accord sport,,gas,automatic,;,6,8.160803920954665,2016-2020
7311880858,bakersfield,11000.0,2010,ford,flex se,good,gas,automatic,;,14,9.305741456739435,2001-2010
7311870192,bakersfield,27000.0,2020,ford,explorer,like new,gas,automatic,;,4,10.203629181337648,2016-2020
7311867932,bakersfield,4000.0,1989,ford,f-150,good,gas,automatic,rwd;,35,8.294299608857235,<=2000
7311866136,bakersfield,37990.0,2020,chevrolet,silverado 1500 crew,good,other,other,;,4,10.54510456855174,2016-2020
7311866089,bakersfield,18590.0,2017,honda,accord lx sedan 4d,good,other,other,fwd;,7,9.830432871630217,2016-2020
7311866060,bakersfield,37990.0,2018,chevrolet,silverado 1500 crew,good,other,other,4wd;,6,10.54510456855174,2016-2020
7311865951,bakersfield,29590.0,2017,ford,expedition xlt sport,good,gas,other,4wd;,7,10.295225540024292,2016-2020
7311795182,bakersfield,38990.0,2019,toyota,tundra crewmax sr5 pickup,good,gas,other,;,5,10.571086129249698,2016-2020
7311795135,bakersfield,37990.0,2019,chevrolet,silverado 1500 crew,good,gas,other,;,5,10.54510456855174,2016-2020
7311795118,bakersfield,24990.0,2013,gmc,sierra 1500 extended cab sle,good,gas,other,4wd;,11,10.126271039034782,2011-2015
7311795066,bakersfield,22590.0,2017,honda,accord ex w/honda sensing,good,gas,other,fwd;,7,10.025306875857222,2016-2020
7311761544,bakersfield,44950.0,2015,gmc,sierra 3500hd crew cab,excellent,diesel,automatic,4wd;,9,10.713328286593352,2011-2015
7311761489,bakersfield,46950.0,2012,ram,2500 laramie mega cab,excellent,diesel,automatic,4wd;,12,10.75685978366411,2011-2015
7311761429,bakersfield,44950.0,2014,ram,3500 crew cab,excellent,diesel,automatic,4wd;,10,10.713328286593352,2011-2015
7311761361,bakersfield,40950.0,2018,toyota,tundra crewmax,excellent,gas,automatic,4wd;,6,10.620131509007471,2016-2020
7311761243,bakersfield,34950.0,2005,ram,2500 quad cab,excellent,diesel,manual,4wd;,19,10.461702359555922,2001-2010
7311761199,bakersfield,29950.0,2017,ram,2500 tradesman,excellent,gas,automatic,4wd;,7,10.307317991967832,2016-2020
7311761110,bakersfield,15950.0,1999,ram,2500 quad cab,excellent,diesel,automatic,4wd;,25,9.677276802172448,<=2000
7311761024,bakersfield,29950.0,2015,ram,2500 tradesman 4x4,excellent,gas,automatic,4wd;,9,10.307317991967832,2011-2015
7311760968,bakersfield,24950.0,2005,ram,2500 quad cab,excellent,diesel,automatic,4wd;,19,10.124669180536797,2001-2010
7311758932,bakersfield,11500.0,2006,ram,1500,excellent,gas,automatic,rwd;,18,9.350189267092581,2001-2010
7311745317,bakersfield,13997.0,2014,ford,explorer,excellent,gas,automatic,fwd;,10,9.546669741249485,2011-2015
7311745286,bakersfield,20997.0,2013,ford,f-150,excellent,gas,automatic,rwd;,11,9.952182474074887,2011-2015
7311745251,bakersfield,8997.0,2010,ford,mustang,excellent,gas,automatic,rwd;,14,9.104757609401117,2001-2010
7311745212,bakersfield,11597.0,2014,lexus,ct 200h,excellent,hybrid,automatic,fwd;,10,9.358587948436385,2011-2015
7311709704,bakersfield,3200.0,2003,ford,focus ztw,excellent,gas,automatic,;,21,8.071218539969863,2001-2010
7311703397,bakersfield,3800.0,2003,toyota,camry xle,,gas,automatic,;,21,8.24301946898925,2001-2010
7311700353,bakersfield,2800.0,1998,jeep,cherokee,good,gas,automatic,rwd;,26,7.937731775260109,<=2000
7311690634,bakersfield,25950.0,2005,harley-davidson,davidson,excellent,diesel,automatic,4wd;,19,10.163965423497029,2001-2010
7311689931,bakersfield,34950.0,2008,ford,f250 super duty crew,excellent,gas,automatic,4wd;,16,10.461702359555922,2001-2010
7311684557,bakersfield,39950.0,2017,ram,2500 tradesman,excellent,diesel,automatic,4wd;,7,10.595408982170255,2016-2020
7311683566,bakersfield,38950.0,2007,ford,f350 super duty lariat,excellent,diesel,automatic,4wd;,17,10.570059724910275,2001-2010
7311663862,bakersfield,40000.0,2011,ford,f450 super duty,excellent,gas,automatic,;,13,10.596659732783579,2011-2015
7311661099,bakersfield,6900.0,2014,chevrolet,impala limited,excellent,gas,automatic,fwd;,10,8.839421607620602,2011-2015
